# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM    N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
79899       11   36296175   36465204      1       1  322      -2.0149             0      -2.0149
57689       11   40109938   41460212      1       1  323     -0.23289   -1.3878e-16     -0.23289
390110      11   43921084   44060307      2       1  320     -0.33006   -1.1102e-16     -0.33006
57586       11   45240302   45286333      1       1  323      0.39881   -1.1102e-16      0.39881
4038        11   46856717   46918622      2       1  322      -1.4352   -2.2204e-16      -1.4352
81327       11   55323661   55344225      1       1  321     -0.66129   -1.1102e-16     -0.66129
219436      11   55795556   55796500      1       1  321      -1.3951   -2.2204e-16      -1.3951
5024        11   57335946   57372399      2       1  321      0.19019   -1.3878e-16      0.19019
219970      11   58834065   58844808      1       1  322       0.1433   -1.3878e-16       0.1433
51338       11   60280541   60308972      1       1  322       1.2679   -2.2204e-16       1.2679
728588      11   60724009   60744213      1       1  323    -0.034403   -1.3184e-16    -0.034403
745         11   61752637   61788518      2       1  319   -0.0073302   -1.3097e-16   -0.0073302
5866        11   61897240   61946311      1       1  319      0.40306   -1.1102e-16      0.40306
387601      11   63162266   63243516      1       1  322     0.093015    -1.249e-16     0.093015
10313       11   63681360   63759891      1       1  322      -1.0419   -2.2204e-16      -1.0419
28992       11   63998556   64166130      1       1  320      0.77827   -1.1102e-16      0.77827
5871        11   64789137   64803248      1       1  318      -0.8523   -1.1102e-16      -0.8523
4221        11   64803514   64811294      1       1  322      0.20694   -1.3878e-16      0.20694
83759       11   66664994   66677921      1       1  323    0.0060575   -1.3097e-16    0.0060575
6712        11   66682496   66729237      1       1  323       1.9119   -2.2204e-16       1.9119
4041        11   68298866   68449275      1       1  322      0.28802   -1.1102e-16      0.28802
55291       11   68460718   68615334      2       1  323     -0.43037   -1.1102e-16     -0.43037
1374        11   68754620   68841931      1       1  317      -1.1512   -2.2204e-16      -1.1512
219931      11   69048882   69160413      1       1  317       1.7331   -2.2204e-16       1.7331
55107       11   70078302   70189545      1       1  322      0.90319   -1.1102e-16      0.90319
8500        11   70270687   70384501      1       1  316       -1.175   -2.2204e-16       -1.175
2017        11   70398506   70436584      1       1  322      0.65847   -1.1102e-16      0.65847
22941       11   70467856   71252738      3       2  321     -0.28118   -1.1102e-16     -0.28118
81570       11   72292425   72434680      1       1  321     0.034269   -1.3184e-16     0.034269
9873        11   72836743   73142454      1       1  323       1.0799   -2.2204e-16       1.0799
5870        11   73675638   73761156      1       1  323       1.2241   -2.2204e-16       1.2241
26005       11   74012714   74171210      4       2  321      -1.5461   -2.2204e-16      -1.5461
254225      11   74748855   74842413      1       1  323     -0.15065   -1.3878e-16     -0.15065
408         11   75260122   75351831      1       1  319     0.026477   -1.3184e-16     0.026477
5612        11   76349956   76380965      1       1  320      -1.3048   -2.2204e-16      -1.3048
55331       11   76860873   77026797      2       1  322      0.30509   -1.1102e-16      0.30509
51773       11   77660009   77820869      1       1  323      0.32989   -1.1102e-16      0.32989
9846        11   78215290   78417822      1       1  323      -2.9695             0      -2.9695
26011       11   78653283   79440989      1       1  322      0.49001   -1.1102e-16      0.49001
1740        11   83455012   85628534      2       1  322        1.577   -2.2204e-16        1.577
58487       11   85657564   85665138      1       1  322      0.88007   -1.1102e-16      0.88007
54843       11   85694221   85811159      2       1  322     -0.52698   -1.1102e-16     -0.52698
8301        11   85957171   86069881      1       1  321     -0.32621   -1.1102e-16     -0.32621
60494       11   86374736   86423109      1       1  320    -0.080255    -1.249e-16    -0.080255
10873       11   86441108   86672636      1       1  322   -0.0093784    -1.301e-16   -0.0093784
65084       11   87037844   87328834      1       1  322     -0.89011   -1.1102e-16     -0.89011
23682       11   88113247   88175467      1       1  323      -1.8664   -2.2204e-16      -1.8664
1075        11   88293592   88337773      1       1  322     -0.67441   -1.1102e-16     -0.67441
50507       11   89324353   89589611      2       1  321     0.082402    -1.249e-16     0.082402
120146      11   89966087   89974072      1       1  322      0.62645   -1.1102e-16      0.62645
10003       11   90131573   90199743      1       1  322     -0.96985   -1.1102e-16     -0.96985
26973       11   90193947   90223364      1       1  322     -0.96985   -1.1102e-16     -0.96985
56935       11   93478472   93586855      1       1  317       1.7758   -2.2204e-16       1.7758
341208      11   94021212   94114208      1       1  312     -0.19673   -1.3878e-16     -0.19673
154810      11   94706436   94876753      1       1  321     -0.24662   -1.3878e-16     -0.24662
55693       11   94973681   94999514      1       1  321     -0.31681   -1.1102e-16     -0.31681
53942       11   99020976  100358885      3       2  320      -1.3568   -2.2204e-16      -1.3568
143872      11  100687676  100990925      2       1  322     -0.26176   -1.1102e-16     -0.26176
330         11  102317373  102339403      1       1  323     -0.36322   -1.1102e-16     -0.36322
114908      11  102396325  102453044      1       1  322       -2.017             0       -2.017
9313        11  102576835  102625332      1       1  323     -0.82891   -1.1102e-16     -0.82891
79659       11  103109431  103479863      2       1  322     -0.30342   -1.1102e-16     -0.30342
2893        11  105609994  105982092      1       1  322      -1.3479   -2.2204e-16      -1.3479
143884      11  107326345  107457846      1       1  318     -0.82817   -1.1102e-16     -0.82817
91801       11  107502726  107565737      1       1  319      0.66476   -1.1102e-16      0.66476
54734       11  107928475  107963482      1       1  323      -1.3468   -2.2204e-16      -1.3468
160140      11  108331426  108467547      1       1  323      0.16518   -1.3878e-16      0.16518
23086       11  108505431  108593765      1       1  322      0.72403   -1.1102e-16      0.72403
1662        11  108665025  108940930      2       1  320      -1.5157   -2.2204e-16      -1.5157
57569       11  110576855  110713189      2       1  320      -1.2576   -2.2204e-16      -1.2576
399948      11  111293389  111305048      1       1  322      0.71198   -1.1102e-16      0.71198
120376      11  111298546  111308735      1       1  322      0.71198   -1.1102e-16      0.71198
57646       11  113797875  113875570      2       1  321     -0.46454   -1.1102e-16     -0.46454
9159        11  117205071  117232525      1       1  323     -0.78472   -1.1102e-16     -0.78472
257160      11  117232625  117285688      1       1  321     -0.41266   -1.1102e-16     -0.41266
22897       11  117321778  117413266      1       1  322      0.22333   -1.3878e-16      0.22333
57453       11  117427772  117797261      1       1  323      0.35191   -1.1102e-16      0.35191
100533181   11  117820075  117877031      2       1  322     0.084562    -1.249e-16     0.084562
53826       11  117836976  117877486      2       1  322     0.084562    -1.249e-16     0.084562
84000       11  117900641  117929453      1       1  320      0.87427   -1.1102e-16      0.87427
120425      11  118193727  118225094      1       1  322       1.5605   -2.2204e-16       1.5605
196264      11  118226690  118252368      1       1  318        1.693   -2.2204e-16        1.693
283149      11  118896140  118925618      1       1  323       1.7972   -2.2204e-16       1.7972
51399       11  119018531  119023674      1       1  319       1.0821   -2.2204e-16       1.0821
5818        11  119638098  119728725      1       1  322       2.0033             0       2.0033
2900        11  120511746  120988805      5       3  320      -1.3419   -2.2204e-16      -1.3419
7007        11  121102666  121190806      2       1  320        -1.21   -2.2204e-16        -1.21
6653        11  121452203  121633762      1       1  323      -1.6578   -2.2204e-16      -1.6578
79827       11  123072312  123195299      1       1  319      0.90967   -1.1102e-16      0.90967
57476       11  123358784  123627771      3       2  322      -1.5583   -2.2204e-16      -1.5583
219865      11  124241158  124323224      1       1  323      0.62464   -1.1102e-16      0.62464
26493       11  124440150  124441085      1       1  323       1.0474   -2.2204e-16       1.0474
79684       11  124766492  124800436      1       1  322      0.87141   -1.1102e-16      0.87141
80071       11  124954121  125041489      1       1  317      0.25338   -1.1102e-16      0.25338
63876       11  125164663  125433389      1       1  323      -1.8645   -2.2204e-16      -1.8645
338667      11  125947424  125957040      1       1  323     -0.42423   -1.1102e-16     -0.42423
50937       11  125956818  126063292      1       1  323       1.5596   -2.2204e-16       1.5596
84881       11  126202094  126211692      1       1  323     -0.83159   -1.1102e-16     -0.83159
55572       11  126269040  126278132      1       1  322     0.071978    -1.249e-16     0.071978
28960       11  126303752  126345754      1       1  322      -1.5999   -2.2204e-16      -1.5999
6484        11  126355645  126652917      3       2  322     -0.31301   -1.1102e-16     -0.31301
84623       11  126423493  127003460      3       2  323    -0.034725   -1.3184e-16    -0.034725
2113        11  128458761  128587584      1       1  323       1.5398   -2.2204e-16       1.5398
9743        11  128965060  129267015      1       1  319      -1.2575   -2.2204e-16      -1.2575
120224      11  129815781  129860003      1       1  323       -1.271   -2.2204e-16       -1.271
56980       11  129899706  130003050      1       1  323      -1.7435   -2.2204e-16      -1.7435
