GENE       CHR      START       STOP  NSNPS  NPARAM    N        ZSTAT            P
341208      11   94021212   94114208      1       1  312      0.11269      0.45514
154810      11   94706436   94876753      1       1  321    -0.020731      0.50827
55693       11   94973681   94999514      1       1  321    -0.086134      0.53432
53942       11   99020976  100358885      3       2  320     -0.98697      0.83817
143872      11  100687676  100990925      2       1  322      0.11723      0.45334
330         11  102317373  102339403      1       1  323    -0.092174      0.53672
114908      11  102396325  102453044      1       1  322      -1.7799      0.96245
9313        11  102576835  102625332      1       1  323     -0.55561      0.71076
79659       11  103109431  103479863      2       1  322     0.075116      0.47006
2893        11  105609994  105982092      1       1  322      -1.1068      0.86581
143884      11  107326345  107457846      1       1  318     -0.62352      0.73353
91801       11  107502726  107565737      1       1  319      0.87414      0.19102
54734       11  107928475  107963482      1       1  323      -1.0876      0.86161
160140      11  108331426  108467547      1       1  323      0.42626      0.33496
23086       11  108505431  108593765      1       1  322      0.95365      0.17013
1662        11  108665025  108940930      2       1  320      -1.1646      0.87791
57569       11  110576855  110713189      2       1  320     -0.91889      0.82092
399948      11  111293389  111305048      1       1  322      0.94394       0.1726
120376      11  111298546  111308735      1       1  322      0.94394       0.1726
57646       11  113797875  113875570      2       1  321     -0.09594      0.53822
9159        11  117205071  117232525      1       1  323     -0.52598      0.70055
257160      11  117232625  117285688      1       1  321     -0.16546      0.56571
22897       11  117321778  117413266      1       1  322      0.47207      0.31844
57453       11  117427772  117797261      1       1  323      0.61451      0.26944
100533181   11  117820075  117877031      2       1  322      0.45512      0.32451
53826       11  117836976  117877486      2       1  322      0.45512      0.32451
84000       11  117900641  117929453      1       1  320       1.0836      0.13926
120425      11  118193727  118225094      1       1  322       1.8023     0.035749
196264      11  118226690  118252368      1       1  318       1.9035     0.028489
283149      11  118896140  118925618      1       1  323       2.0523     0.020069
51399       11  119018531  119023674      1       1  319       1.2771      0.10078
5818        11  119638098  119728725      1       1  322       2.2533      0.01212
2900        11  120511746  120988805      5       3  320      -0.6991      0.75776
7007        11  121102666  121190806      2       1  320     -0.85562       0.8039
6653        11  121452203  121633762      1       1  323      -1.3866      0.91722
79827       11  123072312  123195299      1       1  319       1.1071      0.13412
57476       11  123358784  123627771      3       2  322      -1.1409      0.87304
219865      11  124241158  124323224      1       1  323      0.90241      0.18342
26493       11  124440150  124441085      1       1  323       1.3038     0.096146
79684       11  124766492  124800436      1       1  322       1.1194      0.13148
80071       11  124954121  125041489      1       1  317      0.45535      0.32443
63876       11  125164663  125433389      1       1  323      -1.6098      0.94628
338667      11  125947424  125957040      1       1  323     -0.15548      0.56178
50937       11  125956818  126063292      1       1  323       1.8288     0.033712
84881       11  126202094  126211692      1       1  323     -0.57239      0.71647
55572       11  126269040  126278132      1       1  322      0.31245      0.37735
28960       11  126303752  126345754      1       1  322      -1.3603      0.91313
6484        11  126355645  126652917      3       2  322     0.099777      0.46026
84623       11  126423493  127003460      3       2  323      0.40172      0.34395
2113        11  128458761  128587584      1       1  323        1.814     0.034842
9743        11  128965060  129267015      1       1  319      -1.0688      0.85741
120224      11  129815781  129860003      1       1  323      -1.0141      0.84473
56980       11  129899706  130003050      1       1  323      -1.4667      0.92877
29068       11  130226677  130314769      1       1  321      0.01123      0.49552
283171      11  130672956  130717352      1       1  320     -0.74211      0.77099
50863       11  131370361  132336822      4       2  322      0.39558      0.34621
4978        11  132414981  133532508      6       4  321       1.7964     0.036219
83700       11  134068925  134151757      1       1  319       -2.168      0.98492
112937      11  134276322  134321361      1       1  323    -0.023765      0.50948
84318       12     389350     442642      1       1  323     -0.38832      0.65111
283358      12     460377     561892      2       1  321     -0.72671       0.7663
4815        12     564296     663741      1       1  316      -1.4611      0.92801
23085       12     991208    1495933      1       1  322      0.29575      0.38371
93589       12    1791957    1920865      2       1  317      0.21185      0.41611
196513      12    1946048    2004511      1       1  312     -0.15635      0.56212
7289        12    2890867    2941140      1       1  323       1.0095      0.15637
7004        12    2959312    3040676      2       1  321      0.17504      0.43052
10867       12    3077355    3286564      1       1  323       1.8568     0.031668
